position_id,symbol,direction,path,regime,opened_utc,closed_utc,sure_dk,close_reason,entry_px,sl_px,exit_px,qty,risk_usdt,true_R,realized_pnl,fee_toplam,v2_reason,srdist_band,anchor_px,anchor_dist_pct,anchor_etiket,min_low,max_high,chunk,rsi,adx,macd_hist,volume_ratio,supertrend_dir,ema_fast_pct,ema_medium_pct,a_plus_count,level_count,retest_confirmed,retest_reason,nearest_support_pct,nearest_resistance_pct,v2_rr,v3_conf_delta,confidence,breakout_score,mr_score,active_strategy
p-00032,TUTUSDT,long,momentum,trending_up,2026-05-04 21:46,2026-05-04 23:55,129,sl,0.014142828,0.013715,0.013712257,2094.0,0.895872,-1.032455,-0.924947,0.023331,rr_below_min:0.24<1.5,2.5-10%,0.013742727272727273,2.8290,kirildi,0.01368,0.0145,18,57.79,35.05,-5e-06,0.91,1,-1.6023,-3.7260,12,40,True,break + retest + reclaim@ltf,-2.0270,0.8046,0.23929924479333317,0.08,0.7707216494845361,,,momentum
p-00033,TUTUSDT,long,momentum,trending_up,2026-05-04 22:01,2026-05-04 23:55,114,sl,0.014232846,0.013715,0.013712257,2082.0,1.078155,-1.026883,-1.107139,0.023273,rr_below_min:0.02<1.5,2.5-10%,0.013742727272727273,3.4436,kirildi,0.01368,0.0145,18,59.89,35.05,2e-06,0.6,1,-1.5232,-4.3368,12,40,True,break + retest + reclaim@ltf,-2.6486,0.1650,0.019689426151670658,0.08,0.8738144329896907,,,momentum
p-00034,TUTUSDT,long,momentum,trending_up,2026-05-04 23:01,2026-05-05 01:59,178,sl,0.014422884,0.0136445,0.0136417711,2058.0,1.601914,-1.017928,-1.630633,0.023103,insufficient_levels,v2_sl_yok,,,capa_yok,0.01362,0.01456,18,62.46,32.89,9e-06,1.6,1,-2.7497,-4.8337,12,40,True,break + retest + reclaim@ltf,-0.2490,,,0.08,0.9713043478260869,,,momentum
p-00035,TUTUSDT,long,momentum,trending_up,2026-05-04 23:31,2026-05-05 01:54,143,sl,0.014412881999999998,0.0136632,0.013660467360000001,2057.0,1.542096,-1.018624,-1.570816,0.023099,insufficient_levels,v2_sl_yok,,,capa_yok,0.01366,0.01456,18,61.24,32.21,1.5e-05,2.01,1,-2.1242,-4.2067,12,40,True,break + retest + reclaim@ltf,-0.3194,,,0.08,0.9713043478260869,,,momentum
p-00036,TUTUSDT,long,momentum,trending_up,2026-05-07 03:46,2026-05-07 06:06,140,sl,0.013332666,0.0130836,0.013080983280000002,2205.0,0.549191,-1.052926,-0.578257,0.023297,rr_below_min:0.44<1.5,1.5-2.5%,0.013110000000000002,1.6701,kirildi,0.01307,0.01359,18,75.46,31.05,4.6e-05,2.05,1,-2.4900,-3.9901,10,43,True,break + retest + reclaim@ltf,-1.6649,0.8854,0.440590391124116,0.08,0.8738144329896907,,,momentum
p-00037,UBUSDT,short,mr,ranging,2026-05-22 02:31,2026-05-22 04:21,110,tp,0.09563086999999999,0.0981448,0.09220473726,306.0,0.769263,1.332972,1.025406,0.022991,short_anchored,1.5-2.5%,0.09795,2.4251,tuttu,0.09202,0.09598,18,63.5,32.62,0.000881,1.71,1,-3.7191,-1.2129,8,75,True,break + retest + reclaim@ltf,-1.7976,0.9070,2.236276142505383,0.08,0.6676288659793814,,0.7047,mean_reversion
p-00038,UMAUSDT,short,mr,choppy,2026-06-11 05:01,2026-06-12 06:48,1547,sl,0.39302138000000003,0.402982,0.40306259640000003,74.8,0.745054,-1.040061,-0.774902,0.023819,rr_below_min:0.63<1.5,1.5-2.5%,0.4021825,2.3309,kirildi,0.3844,0.403,18,64.96,30.37,0.000414,0.3,1,-1.0747,-1.6597,9,36,True,break + retest + reclaim@mtf,-0.1049,1.3974,0.6274414427372217,0.08,0.23463917525773198,,0.4814,mean_reversion
p-00039,TUTUSDT,long,momentum,trending_up,2026-07-04 10:31,2026-07-04 11:45,74,tp,0.011362272,0.011275,0.0115001995,2586.0,0.225685,1.475645,0.333032,0.023649,long_anchored,<0.8%,0.011301875,0.5316,kirildi,0.01129,0.01151,18,65.16,31.3,8e-06,1.77,1,-1.4606,-2.3404,8,32,True,break + retest + reclaim@ltf,-0.5643,2.5013,3.2947214328963685,0.08,0.9650574712643679,,,momentum
p-00040,TUTUSDT,long,momentum,trending_up,2026-07-04 11:01,2026-07-04 13:11,130,sl,0.011412282,0.0112792,0.01127694416,2575.0,0.342686,-1.085147,-0.371865,0.023370,long_anchored,0.8-1.5%,0.011301875,0.9674,kirildi,0.01125,0.01151,18,64.74,34.54,1.5e-05,2.02,1,-1.8902,-1.8902,8,32,True,break + retest + reclaim@ltf,-0.9978,2.0544,1.7050001628334814,0.08,0.9769072164948454,,,momentum
p-00041,TUTUSDT,long,momentum,trending_up,2026-07-11 10:46,2026-07-11 11:31,45,tp,0.012322464,0.0118538,0.0130668861,2382.0,1.116358,1.566722,1.749022,0.024191,rr_below_min:0.02<1.5,2.5-10%,0.011877826086956521,3.6084,tuttu,0.0123,0.01308,18,70.3,31.44,8.7e-05,3.53,1,-3.5672,-5.1879,10,36,True,break + retest + reclaim@mtf,-2.6758,0.1605,0.020408552603268876,0.08,0.7351724137931035,,,momentum
p-00042,TUTUSDT,long,momentum,trending_up,2026-07-21 06:46,2026-07-21 09:45,179,sl,0.015483096,0.0148072,0.01480423856,1905.0,1.287582,-1.022306,-1.316302,0.023079,insufficient_levels,v2_sl_yok,,,capa_yok,0.01466,0.01576,18,71.76,31.76,4.8e-05,1.98,1,-3.6084,-5.5492,14,38,True,break + retest + reclaim@ltf,-0.4385,,,0.08,0.925360824742268,,,momentum
p-00043,UBUSDT,long,momentum,trending_up,2026-07-23 09:01,2026-07-23 09:13,12,sl,0.128315658,0.1232906,0.12326594188,229.0,1.150738,-1.024933,-1.179430,0.023045,long_anchored,2.5-10%,0.12354,3.7218,kirildi,0.12253,0.12914,18,80.89,34.49,0.000734,4.64,1,-6.6863,-8.6368,6,60,True,break + retest + reclaim@ltf,0.0314,15.5655,4.01798468586574,0.08,0.8738144329896907,,,momentum
p-00044,UBUSDT,long,breakout,early_reversal_up,2026-08-25 10:31,2026-08-25 16:22,351,sl,0.132746544,0.1263437,0.12631843126,221.0,1.415029,-1.020131,-1.443514,0.022901,rr_below_min:0.48<1.5,2.5-10%,0.1266,4.6303,kirildi,0.1261,0.13688,18,69.48,30.69,6.4e-05,2.39,1,-2.5753,-4.5358,9,54,True,break + retest + reclaim@mtf,-1.0219,2.3563,0.48331452010365505,0.08,0.9047422680412371,0.5936,,breakout
p-00045,UBUSDT,long,breakout,early_reversal_up,2026-08-25 11:01,2026-08-25 16:13,312,sl,0.133656726,0.1280675,0.1280418865,219.0,1.224040,-1.023311,-1.252575,0.022925,rr_below_min:0.38<1.5,2.5-10%,0.12832684210526316,3.9877,kirildi,0.1279,0.13688,18,72.1,31.34,0.000199,2.04,1,-2.7351,-4.8316,10,54,True,break + retest + reclaim@ltf,-1.7168,1.6377,0.38142648054775036,0.08,0.8531958762886598,0.5479,,breakout
p-00046,UBUSDT,long,breakout,early_reversal_up,2026-08-25 11:16,2026-08-25 16:13,297,sl,0.134606916,0.128067,0.12804138659999997,218.0,1.425702,-1.019981,-1.454188,0.022903,rr_below_min:0.17<1.5,2.5-10%,0.12832684210526316,4.6655,kirildi,0.1279,0.13688,18,74.59,32.19,0.000283,2.47,1,-3.1510,-5.3065,10,54,True,break + retest + reclaim@ltf,-2.4374,0.8925,0.17088363978749707,0.08,0.8531958762886598,0.616,,breakout
p-00001,USELESSUSDT,long,breakout,early_reversal_up,2026-04-08 05:01,2026-04-08 05:10,9,tp,0.036667332,0.0363583,0.0370840817,818.0,0.252788,1.253104,0.316770,0.024131,long_anchored,<0.8%,0.0365016,0.4520,tuttu,0.03662,0.03718,19,71.88,57.74,2.3e-05,5.11,1,-3.9607,-6.9619,12,35,True,break + retest + reclaim@ltf,-0.4094,1.7553,25.888893669153337,0.08,0.8531958762886598,0.7143,,breakout
p-00002,USELESSUSDT,long,breakout,early_reversal_up,2026-04-08 05:16,2026-04-08 08:18,182,tp,0.03710742,0.0364283,0.0380278929,809.0,0.549408,1.311136,0.720349,0.024314,long_anchored,1.5-2.5%,0.0365016,1.6326,tuttu,0.03671,0.03822,19,74.56,58.81,8.1e-05,2.02,1,-4.5082,-7.7452,12,35,True,break + retest + reclaim@ltf,-1.5366,0.6036,8.598387898915673,0.08,0.8531958762886598,0.8597,,breakout
p-00003,USELESSUSDT,long,breakout,early_reversal_up,2026-04-08 05:46,2026-04-08 08:24,158,tp,0.037237446,0.0364282,0.03840371772,806.0,0.652252,1.403795,0.915628,0.024387,long_anchored,1.5-2.5%,0.0365016,1.9761,tuttu,0.03671,0.03849,19,75.5,60.53,0.000126,1.86,1,-4.0877,-7.5803,12,35,True,break + retest + reclaim@ltf,-1.9341,0.1974,6.805754041583817,0.08,0.8531958762886598,0.6939,,breakout
p-00004,USELESSUSDT,long,breakout,early_reversal_up,2026-04-08 06:01,2026-04-08 08:32,151,tp,0.037387475999999996,0.0364281,0.03872855274,803.0,0.770379,1.366128,1.052436,0.024448,long_anchored,1.5-2.5%,0.0365016,2.3694,tuttu,0.03671,0.03876,19,76.34,61.28,0.00013,2.29,1,-4.1536,-7.6340,12,35,True,break + retest + reclaim@ltf,-0.1510,1.3616,5.718313206189843,0.08,0.8531958762886598,0.613,,breakout
p-00005,USELESSUSDT,long,breakout,early_reversal_up,2026-04-08 06:16,2026-04-08 07:28,72,tp,0.036937385999999996,0.0364283,0.037601978099999996,812.0,0.413378,1.246894,0.515438,0.024210,long_anchored,0.8-1.5%,0.0365016,1.1798,tuttu,0.03671,0.0377,19,67.69,60.86,9.1e-05,2.18,1,-2.7123,-6.2353,12,35,True,break + retest + reclaim@ltf,-1.0820,1.0681,11.975636863871088,0.08,0.9047422680412371,0.5967,,breakout
p-00006,USELESSUSDT,long,momentum,trending_up,2026-04-14 08:46,2026-04-14 14:09,323,sl,0.048719742,0.0465594,0.04655008812,618.0,1.335091,-1.021950,-1.364397,0.023551,insufficient_levels,v2_sl_yok,,,capa_yok,0.04611,0.05,19,72.24,38.61,-1.4e-05,2.92,1,-3.1679,-6.8685,11,35,True,break + retest + reclaim@mtf,-0.1868,,,0.08,0.8222680412371134,,,momentum
p-00007,USELESSUSDT,long,momentum,trending_up,2026-04-14 09:01,2026-04-14 14:09,308,sl,0.04865973,0.0463918,0.04638252164,620.0,1.406117,-1.020854,-1.435440,0.023570,insufficient_levels,v2_sl_yok,,,capa_yok,0.04611,0.05,19,70.62,39.83,5e-06,2.22,1,-2.7598,-6.2621,11,35,True,break + retest + reclaim@mtf,0.0214,,,0.08,0.925360824742268,,,momentum
p-00008,USELESSUSDT,long,momentum,trending_up,2026-04-14 11:01,2026-04-14 11:58,57,sl,0.049589916,0.0484523,0.048442609539999994,608.0,0.691671,-1.042988,-0.721404,0.023842,rr_below_min:0.36<1.5,1.5-2.5%,0.04855,2.0970,kirildi,0.04845,0.04968,19,67.38,37.88,-0.0,2.07,1,-3.1363,-6.5669,12,37,True,break + retest + reclaim@ltf,-2.0264,0.8997,0.3562442945249764,0.08,0.8738144329896907,,,momentum
p-00009,USUALUSDT,long,breakout,early_reversal_up,2026-04-14 16:31,2026-04-14 18:17,106,sl,0.012802560000000001,0.0126272,0.01262467456,2346.0,0.411395,-1.072402,-0.441180,0.023861,rr_below_min:0.31<1.5,0.8-1.5%,0.01265258064516129,1.1715,kirildi,0.01256,0.0129,19,64.68,36.86,1.3e-05,2.54,1,-0.6644,-1.4466,11,22,True,break + retest + reclaim@htf,-1.0353,0.4213,0.3120239999422504,0.08,0.9047422680412371,0.5326,,breakout
p-00010,USELESSUSDT,long,breakout,early_reversal_up,2026-04-24 11:16,2026-04-24 12:50,94,sl,0.043948788,0.0435466,0.043537890679999997,683.0,0.274694,-1.108666,-0.304544,0.023901,rr_below_min:0.14<1.5,<0.8%,0.04369555555555556,0.5762,kirildi,0.04353,0.04415,19,69.25,31.24,7.1e-05,3.99,1,-1.8177,-2.5011,9,39,True,break + retest + reclaim@ltf,-0.4610,0.1414,0.13793684791312463,0.08,0.8271264367816092,0.7588,,breakout
p-00011,USUSDT,long,breakout,early_reversal_up,2026-04-29 02:46,2026-04-29 03:20,34,tp,0.0050690136,0.0049313,0.0052810435799999994,5910.0,0.813887,1.509582,1.228630,0.024468,rr_below_min:0.20<1.5,2.5-10%,0.004941257142857143,2.5203,tuttu,0.005022,0.00537,19,77.32,41.48,1.8e-05,5.08,1,-5.3559,-7.3276,13,44,True,break + retest + reclaim@ltf,-0.5448,0.6580,0.20400304215768428,0.08,0.925360824742268,0.5211,,breakout
p-00012,USUSDT,long,breakout,early_reversal_up,2026-04-29 03:01,2026-04-29 04:09,68,sl,0.005116023,0.00493129,0.004930303741999999,5867.0,1.083829,-1.027092,-1.113192,0.023577,rr_below_min:0.15<1.5,2.5-10%,0.004941257142857143,3.4160,kirildi,0.004721,0.00537,19,78.99,42.83,2.7e-05,3.69,1,-4.1178,-8.0313,13,44,True,break + retest + reclaim@ltf,-0.1064,0.6176,0.14904384822699437,0.08,0.925360824742268,0.6833,,breakout
p-00013,USUSDT,long,breakout,early_reversal_up,2026-04-29 03:46,2026-04-29 04:09,23,sl,0.0051420282,0.00493127,0.004930283745999999,5850.0,1.232935,-1.023796,-1.262274,0.023569,rr_below_min:0.02<1.5,2.5-10%,0.004941257142857143,3.9045,kirildi,0.004721,0.005272,19,72.33,48.26,2.8e-05,2.89,1,-4.4967,-6.4457,13,44,True,break + retest + reclaim@ltf,-0.5011,0.2200,0.024611780801572378,0.08,0.925360824742268,0.6988,,breakout
p-00014,USUALUSDT,short,mr,ranging,2026-04-30 22:16,2026-04-30 23:07,51,sl,0.013667265999999999,0.0138854,0.013888177080000001,2191.0,0.477932,-1.063260,-0.508166,0.024150,rr_below_min:0.39<1.5,1.5-2.5%,0.013857804487179489,1.3941,kirildi,0.01366,0.01389,19,67.9,31.32,2.6e-05,1.84,1,-1.2035,-1.2035,10,22,True,break + retest + reclaim@htf,-0.6560,0.0041,0.38976867492191414,0.08,0.38927835051546394,,0.5332,mean_reversion
p-00015,USUSDT,long,breakout,early_reversal_up,2026-05-01 16:31,2026-05-01 16:57,26,sl,0.0045279054,0.00448712,0.004486222576,6616.0,0.269836,-1.110409,-0.299629,0.023855,long_anchored,<0.8%,0.0044976875,0.6674,kirildi,0.004482,0.004558,19,76.65,36.53,3e-06,1.83,1,-2.7263,-2.7263,11,41,True,break + retest + reclaim@ltf,-0.5667,0.5677,6.745894180112738,0.08,0.8016494845360825,0.5686,,breakout
p-00016,USELESSUSDT,long,breakout,early_reversal_up,2026-05-04 02:01,2026-05-04 02:37,36,tp,0.043248648,0.0425341,0.04411677488,693.0,0.495182,1.166025,0.577394,0.024218,long_anchored,0.8-1.5%,0.042619699999999996,1.4543,tuttu,0.04328,0.04416,19,67.57,36.56,3.7e-05,2.15,1,-2.9436,-4.1018,10,34,True,break + retest + reclaim@ltf,-0.4651,0.1372,3.454957498124255,0.08,0.9047422680412371,0.7438,,breakout
p-00017,USELESSUSDT,long,breakout,trending_up,2026-05-04 02:16,2026-05-04 10:19,483,sl,0.043778754,0.0425339,0.04252539322,684.0,0.851480,-1.034565,-0.880912,0.023613,rr_below_min:1.40<1.5,2.5-10%,0.042619699999999996,2.6475,kirildi,0.04189,0.04501,19,71.55,37.67,0.000119,3.17,1,-3.7051,-5.0774,10,34,True,break + retest + reclaim@ltf,-1.1204,0.2748,1.4032358471499278,0.08,0.8531958762886598,0.8048,,breakout
p-00018,USUSDT,long,momentum,trending_up,2026-05-04 02:16,2026-05-04 02:41,25,tp,0.0057451488,0.00548763,0.00611482679,5215.0,1.342961,1.417116,1.903131,0.024740,rr_below_min:1.02<1.5,2.5-10%,0.00549875,4.2888,tuttu,0.005727,0.006121,19,81.97,49.19,1.8e-05,3.24,1,-4.1645,-7.6494,8,39,True,break + retest + reclaim@ltf,-0.0000,4.5478,1.0178293403168872,0.08,0.925360824742268,,,momentum
p-00019,USUSDT,long,momentum,trending_up,2026-05-04 14:16,2026-05-04 14:28,12,sl,0.005502100199999999,0.00545318,0.0054520893640000005,5451.0,0.266664,-1.111862,-0.296494,0.023885,sl_too_tight:0.000011<floor:0.000028,<0.8%,0.0054986363636363635,0.0630,kirildi,0.005419,0.005543,19,58.83,30.38,4.3e-05,1.1,1,-1.7674,-1.7674,12,43,True,break + retest + reclaim@ltf,0.0269,1.6707,,0.08,0.8626086956521739,,,momentum
p-00020,USUSDT,long,momentum,trending_up,2026-05-04 16:46,2026-05-05 00:46,480,sl,0.0056581313999999995,0.00548756,0.005486462488,5297.0,0.903517,-1.032569,-0.932943,0.023613,rr_below_min:0.06<1.5,2.5-10%,0.0054986363636363635,2.8189,kirildi,0.005481,0.005789,19,68.71,30.17,3.8e-05,0.64,1,-2.7432,-2.7432,11,44,True,break + retest + reclaim@ltf,-1.1694,0.2346,0.055749429498401615,0.08,0.8501149425287357,,,momentum
p-00021,USUSDT,long,momentum,trending_up,2026-05-04 22:16,2026-05-04 23:56,100,sl,0.005736147,0.00566029,0.005659157942,5227.0,0.396505,-1.075012,-0.426247,0.023825,long_anchored,0.8-1.5%,0.005671666666666668,1.1241,kirildi,0.00564,0.005789,19,67.61,32.16,1e-06,0.84,1,-0.5702,-2.3146,11,45,True,break + retest + reclaim@ltf,-0.0319,2.7965,4.823162314839664,0.08,0.8501149425287357,,,momentum
p-00022,USUALUSDT,long,momentum,trending_up,2026-05-06 08:16,2026-05-06 14:06,350,sl,0.01590318,0.0154431,0.01544001138,1883.0,0.866331,-1.033963,-0.895754,0.023608,rr_below_min:0.23<1.5,2.5-10%,0.015474285714285715,2.6969,kirildi,0.01544,0.01628,19,77.62,31.97,5.2e-05,1.92,1,-2.4144,-3.6736,11,22,True,break + retest + reclaim@ltf,-1.4700,0.6706,0.22782898505441754,0.08,0.925360824742268,,,momentum
p-00023,USUALUSDT,long,momentum,trending_up,2026-05-06 09:16,2026-05-06 13:21,245,sl,0.016043208,0.0156411,0.015637971780000003,1867.0,0.750736,-1.039295,-0.780236,0.023660,insufficient_levels,v2_sl_yok,,,capa_yok,0.01564,0.01628,19,77.84,38.29,4.2e-05,1.92,1,-2.6393,-3.8875,12,22,True,break + retest + reclaim@ltf,-0.2053,,,0.08,0.925360824742268,,,momentum
p-00024,USUALUSDT,long,momentum,trending_up,2026-05-06 09:31,2026-05-06 13:20,229,sl,0.016133225999999997,0.0157419,0.015738751619999998,1855.0,0.725910,-1.040624,-0.755399,0.023649,insufficient_levels,v2_sl_yok,,,capa_yok,0.01568,0.01628,19,80.33,40.2,4.9e-05,2.49,1,-2.6823,-4.5418,12,22,True,break + retest + reclaim@ltf,-0.8847,,,0.08,0.925360824742268,,,momentum
p-00025,USUALUSDT,long,momentum,trending_up,2026-05-06 10:01,2026-05-06 13:21,200,sl,0.016083216,0.0156555,0.015652368899999998,1860.0,0.795552,-1.037000,-0.824987,0.023611,insufficient_levels,v2_sl_yok,,,capa_yok,0.01564,0.01616,19,74.21,44.06,3.9e-05,1.93,1,-2.3756,-3.6192,12,22,True,break + retest + reclaim@ltf,-0.5723,,,0.08,0.925360824742268,,,momentum
p-00026,USELESSUSDT,long,momentum,trending_up,2026-05-06 21:46,2026-05-06 23:04,78,sl,0.050210040000000004,0.0480426,0.048032991479999995,594.0,1.287459,-1.022564,-1.316509,0.023343,rr_below_min:0.18<1.5,2.5-10%,0.048139999999999995,4.1228,kirildi,0.04801,0.05005,19,80.57,32.95,0.000401,3.74,1,-5.7550,-7.5482,10,36,True,break + retest + reclaim@mtf,-0.6675,0.8800,0.18499590696555746,0.08,0.925360824742268,,,momentum
p-00027,USELESSUSDT,long,momentum,trending_up,2026-05-07 07:01,2026-05-07 09:29,148,sl,0.051000198000000004,0.0487903,0.048780541940000005,584.0,1.290580,-1.022476,-1.319588,0.023309,insufficient_levels,v2_sl_yok,,,capa_yok,0.04879,0.05134,19,78.56,30.72,0.000453,1.65,1,-4.9672,-6.3417,12,37,True,break + retest + reclaim@ltf,-0.4754,,,0.08,0.925360824742268,,,momentum
p-00028,USELESSUSDT,long,momentum,trending_up,2026-05-07 07:16,2026-05-07 10:30,194,sl,0.050790155999999996,0.0485992,0.048589480160000004,586.0,1.283900,-1.022580,-1.312891,0.023295,insufficient_levels,v2_sl_yok,,,capa_yok,0.04853,0.05083,19,75.74,32.93,0.000431,1.39,1,-4.2357,-5.8120,12,37,True,break + retest + reclaim@ltf,-0.1220,,,0.08,0.925360824742268,,,momentum
p-00029,UNIUSDT,long,momentum,trending_up,2026-05-08 16:46,2026-05-09 00:46,480,tp,3.6837366,3.60443,3.7950908300000004,8.06,0.639211,1.366377,0.873403,0.024112,rr_below_min:0.98<1.5,1.5-2.5%,3.6116916666666663,1.9558,tuttu,3.62,3.816,19,78.21,30.55,0.013173,2.29,1,-3.4232,-4.7354,9,22,True,break + retest + reclaim@ltf,-0.2991,2.0916,0.9775060117977477,0.08,0.8738144329896907,,,momentum
p-00030,UNIUSDT,long,momentum,trending_up,2026-05-09 00:31,2026-05-09 07:10,399,sl,3.7327464000000004,3.66225,3.6615175499999997,7.96,0.561151,-1.052345,-0.590525,0.023543,rr_below_min:0.01<1.5,1.5-2.5%,3.669625,1.6910,kirildi,3.661,3.824,19,66.3,30.18,-0.002807,3.63,1,-1.0346,-2.4288,10,24,True,break + retest + reclaim@ltf,-0.6820,0.0620,0.01495227886748203,0.08,0.8738144329896907,,,momentum
p-00031,UNIUSDT,long,momentum,trending_up,2026-05-09 00:46,2026-05-09 07:10,384,sl,3.7847568,3.66222,3.661487556,7.86,0.963139,-1.030284,-0.992307,0.023411,rr_below_min:0.65<1.5,2.5-10%,3.669625,3.0420,kirildi,3.661,3.824,19,74.83,31.79,0.001715,5.88,1,-2.1697,-3.6188,10,24,True,break + retest + reclaim@ltf,-0.6227,2.0819,0.6500283112460069,0.08,0.925360824742268,,,momentum
p-00032,UNIUSDT,long,momentum,trending_up,2026-05-09 18:16,2026-05-09 22:42,266,tp,3.7117421999999998,3.68144,3.7549088680000002,7.99,0.242115,1.325977,0.321038,0.023863,sl_too_tight:0.009229<floor:0.018560,<0.8%,3.7083333333333335,0.0918,kirildi,3.695,3.765,19,73.92,30.2,0.009825,1.86,1,-1.3645,-1.3214,11,25,True,break + retest + reclaim@ltf,-0.0756,0.6026,,0.08,0.8082608695652175,,,momentum
p-00033,UNIUSDT,long,momentum,trending_up,2026-05-10 00:16,2026-05-10 01:17,61,sl,3.8167632,3.71251,3.711767498,7.78,0.811090,-1.036008,-0.840295,0.023429,rr_below_min:0.08<1.5,2.5-10%,3.72,2.5352,kirildi,3.707,3.823,19,76.46,49.56,0.006006,3.45,1,-1.7406,-2.6187,10,24,True,break + retest + reclaim@ltf,-0.7261,0.2439,0.07875566056310793,0.08,0.925360824742268,,,momentum
p-00034,UNIUSDT,long,momentum,trending_up,2026-05-10 01:31,2026-05-10 02:03,32,sl,3.7137426000000002,3.68188,3.681143624,7.99,0.254582,-1.115946,-0.284100,0.023634,sl_too_tight:0.007566<floor:0.018565,<0.8%,3.711,0.0739,kirildi,3.674,3.724,19,42.25,41.78,-0.008516,1.08,-1,0.9838,0.2618,10,24,True,break + retest + reclaim@ltf,-0.0157,1.1186,,0.08,0.6995652173913044,,,momentum
p-00035,UNIUSDT,long,momentum,trending_up,2026-05-10 07:16,2026-05-11 14:33,1877,sl,3.985797,3.81593,3.815166814,7.44,1.263810,-1.022862,-1.292704,0.023216,rr_below_min:0.14<1.5,2.5-10%,3.823666666666666,4.0677,kirildi,3.815,4.169,19,82.04,44.87,0.022383,2.14,1,-3.5479,-5.1042,9,26,True,break + retest + reclaim@ltf,-0.0693,0.6367,0.1368486919545865,0.08,0.925360824742268,,,momentum
p-00036,UNIUSDT,long,momentum,trending_up,2026-05-10 13:16,2026-05-10 20:45,449,sl,4.0888176000000005,3.97375,3.97295525,7.26,0.835391,-1.034931,-0.864572,0.023411,rr_below_min:1.08<1.5,2.5-10%,3.9817678571428567,2.6181,kirildi,3.953,4.169,19,73.75,30.85,0.005524,3.24,1,-3.1592,-4.5791,11,28,True,break + retest + reclaim@htf,-0.6512,2.9903,1.0790901632019505,0.08,0.7351724137931035,,,momentum
p-00037,UNIUSDT,long,momentum,trending_up,2026-05-10 14:01,2026-05-10 20:45,404,sl,4.1418282,3.97372,3.9729252560000003,7.17,1.205336,-1.024036,-1.234307,0.023273,rr_below_min:0.41<1.5,2.5-10%,3.9817678571428567,3.8645,kirildi,3.953,4.169,19,77.94,35.59,0.017255,1.95,1,-3.4467,-5.2109,11,28,True,break + retest + reclaim@ltf,-1.9205,1.6745,0.4080270624601684,0.08,0.925360824742268,,,momentum
p-00038,USUALUSDT,long,momentum,trending_up,2026-05-10 19:01,2026-05-10 20:50,109,sl,0.017423484000000003,0.0169134,0.016910017319999998,1700.0,0.867143,-1.033555,-0.896240,0.023347,rr_below_min:1.24<1.5,2.5-10%,0.016947556818181816,2.7315,kirildi,0.0168,0.01758,19,69.28,38.41,7e-06,1.89,1,-1.2822,-2.4300,11,34,True,break + retest + reclaim@ltf,-0.0769,2.9650,1.2404883169729533,0.08,0.925360824742268,,,momentum
p-00039,USELESSUSDT,long,momentum,trending_up,2026-05-11 17:31,2026-05-11 18:37,66,tp,0.06295258799999999,0.0594698,0.06797120304,469.0,1.633428,1.425940,2.329169,0.024561,insufficient_levels,v2_sl_yok,,,capa_yok,0.06224,0.06799,19,80.46,30.33,0.000656,1.85,1,-6.1643,-8.7089,11,45,True,break + retest + reclaim@ltf,-4.5738,,,0.08,0.7351724137931035,,,momentum
p-00040,USELESSUSDT,long,momentum,trending_up,2026-05-12 02:01,2026-05-12 06:51,290,tp,0.07165432799999999,0.0681041,0.07678943904,413.0,1.466244,1.429692,2.096278,0.024523,insufficient_levels,v2_sl_yok,,,capa_yok,0.0696,0.07691,19,74.31,43.32,-7e-06,2.1,1,-4.0295,-7.9410,6,50,True,break + retest + reclaim@htf,-0.0901,,,0.08,0.8222680412371134,,,momentum
p-00041,USELESSUSDT,long,momentum,trending_up,2026-05-12 02:16,2026-05-12 07:25,309,tp,0.073244646,0.0695288,0.07871755334000001,404.0,1.501202,1.456498,2.186497,0.024557,insufficient_levels,v2_sl_yok,,,capa_yok,0.0696,0.0791,19,79.06,44.74,0.00017,3.39,1,-5.6149,-9.7126,6,50,True,break + retest + reclaim@htf,-2.3093,,,0.08,0.925360824742268,,,momentum
p-00042,USELESSUSDT,long,momentum,trending_up,2026-05-12 05:46,2026-05-12 09:35,229,tp,0.07466492999999999,0.0698244,0.08152579158,397.0,1.921690,1.404471,2.698959,0.024803,insufficient_levels,v2_sl_yok,,,capa_yok,0.07391,0.08186,19,64.28,39.06,3.7e-05,1.35,1,-3.7733,-7.5311,7,50,True,break + retest + reclaim@ltf,-0.3108,,,0.08,0.9650574712643679,,,momentum
p-00043,USUALUSDT,short,mr,ranging,2026-06-13 09:01,2026-06-13 23:49,888,tp,0.010507898,0.0106907,0.010253250240000001,2834.0,0.518061,1.347596,0.698137,0.023535,rr_below_min:0.60<1.5,1.5-2.5%,0.010669444444444445,1.5374,tuttu,0.01025,0.01059,19,65.9,30.41,5.1e-05,0.58,1,-2.0442,-2.0442,9,46,True,break + retest + reclaim@htf,-0.3799,1.4694,0.6025370337490829,0.08,0.30680412371134025,,0.5712,mean_reversion
